ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
740.4,0.6792,NA,NA,NA,NA,64330,0.7555,1402,0.771,NA,NA,500.9,0.5088
1043,0.5023,NA,NA,NA,NA,137200,0.8454,16250,1.042,NA,NA,453.7,0.5263
830.6,0.5345,NA,NA,NA,NA,7.22E+09,1.791,4099000,0.5028,NA,NA,696,0.5057
750.7,0.5226,NA,NA,NA,NA,2.60E+09,1.932,8397,0.9101,NA,NA,584.6,0.5037
702.1,0.6091,NA,NA,NA,NA,70090,1.35,3841,0.5141,NA,NA,556.7,0.5669
659.1,0.5992,NA,NA,NA,NA,143000,1.053,3828,0.5488,NA,NA,490.4,0.5088
1047,0.556,NA,NA,NA,NA,201200000,0.6465,2925,0.5889,NA,NA,408.1,0.5377
649.5,0.5421,NA,NA,NA,NA,179900,1.055,2528,0.9075,NA,NA,451.5,0.5557
561,0.5706,NA,NA,NA,NA,41930,1.249,478.9,1.656,NA,NA,491.8,0.5453
947.8,0.5279,NA,NA,NA,NA,498600000,1.143,673.8,1.449,NA,NA,379,0.5921
698.1,0.5277,NA,NA,NA,NA,41620,1.885,502,1.419,NA,NA,377.7,0.6804
893.6,0.5067,NA,NA,NA,NA,1188000,1.466,894.2,0.7738,NA,NA,353.7,0.641
731.7,0.577,NA,NA,NA,NA,231500000,0.9705,1968,0.666,NA,NA,271.7,0.8228
855.1,0.5112,NA,NA,NA,NA,4.56E+09,1.589,22850,0.5222,NA,NA,656.1,0.501
991.4,0.507,NA,NA,NA,NA,197900,1.822,48430,0.5056,NA,NA,474.9,0.507
900.1,0.5121,NA,NA,NA,NA,63240,1.225,91130,1.287,NA,NA,527.1,0.551
882.1,0.5961,NA,NA,NA,NA,5.19E+08,0.9713,4.84E+09,1.116,NA,NA,485.5,0.521
619.8,0.5828,NA,NA,NA,NA,180800000,0.6819,297800000,1.1,NA,NA,490.4,0.5799
671,0.5084,NA,NA,NA,NA,4727000,1.148,182800,0.5309,NA,NA,298.9,0.6022
626.3,0.5735,NA,NA,NA,NA,18920,1.693,561.8,1.456,NA,NA,456.5,0.5266
333.5,0.6924,NA,NA,NA,NA,23500,0.8639,2368000,1.077,NA,NA,579.6,0.5727
648.5,0.656,NA,NA,NA,NA,721700,1.445,1962,0.6782,NA,NA,334.6,0.6355
752.4,0.6244,NA,NA,NA,NA,8.99E+09,1.635,3049,0.5383,NA,NA,545.4,0.5225
994.2,0.5246,NA,NA,NA,NA,450900000,1.544,5729,0.5631,NA,NA,412.8,0.5672
977.4,0.5144,NA,NA,NA,NA,23490,0.8876,9140,0.507,NA,NA,399.1,0.6463
1245,0.5045,NA,NA,NA,NA,20580,1.919,7786,0.5094,NA,NA,306.1,0.6554
958.6,0.5188,NA,NA,NA,NA,487400,1.876,22360,0.5644,NA,NA,400.7,0.6302
982.8,0.5113,NA,NA,NA,NA,267200,1.436,21990,0.5227,NA,NA,410.5,0.5673
1076,0.5041,NA,NA,NA,NA,9201000,1.067,570100,1.514,NA,NA,393.4,0.6562
861.4,0.5497,NA,NA,NA,NA,1.44E+09,1.951,20870000,1.36,NA,NA,425.1,0.6605
827.4,0.5132,NA,NA,NA,NA,2.40E+07,1.379,1.43E+09,1.46,NA,NA,684.6,0.5234
848.1,0.5112,NA,NA,NA,NA,1.29E+09,1.257,35330000,1.392,NA,NA,374.2,0.5573
728.7,0.5102,NA,NA,NA,NA,29040,0.9672,3509000,1.923,NA,NA,341.4,0.5198
1069,0.5146,NA,NA,NA,NA,10310000,0.5311,5833000,1.113,NA,NA,429.7,0.5565
838.9,0.5243,NA,NA,NA,NA,17210000,1.224,16020000,1.02,NA,NA,397.2,0.5881
1276,0.5324,NA,NA,NA,NA,9.74E+09,1.712,2504000,1.863,NA,NA,469.2,0.5337
619.8,0.6423,NA,NA,NA,NA,86630,1.856,3881,0.8881,NA,NA,497.7,0.5685
678.3,0.5696,NA,NA,NA,NA,2474000,1.425,4063,0.7158,NA,NA,511,0.5127
893.1,0.5191,NA,NA,NA,NA,176000,0.759,6675,0.5626,NA,NA,427.8,0.5512
962.6,0.5186,NA,NA,NA,NA,21030,1.559,3947,0.5775,NA,NA,346.8,0.7246
751.4,0.5089,NA,NA,NA,NA,60370000,1.871,5356,0.5787,NA,NA,466,0.6274
931.8,0.5042,NA,NA,NA,NA,37140000,0.6581,2610,0.7857,NA,NA,319.2,0.5734
808.9,0.5082,NA,NA,NA,NA,1501000,1.775,22400,0.5068,NA,NA,395.5,0.5476
706.3,0.531,NA,NA,NA,NA,234700000,1.983,83700,1.392,NA,NA,342.1,0.5875
548.1,0.5685,NA,NA,NA,NA,795900,1.634,836.3,1.333,NA,NA,411.8,0.5752
976.4,0.5553,NA,NA,NA,NA,163200,1.711,1759,0.739,NA,NA,374.9,0.5789
636.4,0.6116,NA,NA,NA,NA,13400,1.687,1151,0.8435,NA,NA,421.7,0.5842
719.9,0.6329,NA,NA,NA,NA,668400000,1.057,2374,0.5997,NA,NA,524.7,0.5429
1116,0.5176,NA,NA,NA,NA,121400000,0.5613,9333,0.5943,NA,NA,371,0.6886
1017,0.524,NA,NA,NA,NA,2506000,1.147,2216,1.007,NA,NA,461.7,0.5629
676.6,0.5242,NA,NA,NA,NA,77570000,1.331,510.8,1.897,NA,NA,539.8,0.508
811.4,0.5068,NA,NA,NA,NA,17180000,1.838,855.5,1.552,NA,NA,613.8,0.5492
