ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
9161,0.5394,NA,NA,NA,NA,25570,0.543,975.1,1.117,NA,NA,778.6,1.1
13890,0.5316,NA,NA,NA,NA,20800,0.6051,2289,0.8289,NA,NA,698.3,1.037
6842,0.5348,NA,NA,NA,NA,13960,0.8523,1862,1.267,NA,NA,1016,1.063
5296,0.5943,NA,NA,NA,NA,22990,0.5946,2567,0.5656,NA,NA,684.6,1.259
7568,0.601,NA,NA,NA,NA,17700,0.7327,1539,0.6422,NA,NA,906.6,1.178
6387,0.6364,NA,NA,NA,NA,29340,0.5532,1421,0.956,NA,NA,681.9,1.089
3845,0.8501,NA,NA,NA,NA,23210,0.7276,856.8,0.9014,NA,NA,692.9,0.877
6125,0.6724,NA,NA,NA,NA,12030,0.932,1331,0.8492,NA,NA,822.9,1.189
5104,0.6178,NA,NA,NA,NA,7938,1.061,1236,1.035,NA,NA,645.3,1.183
7225,0.5475,NA,NA,NA,NA,8027,1.144,1577,0.9088,NA,NA,663.8,0.8435
9171,0.5056,NA,NA,NA,NA,8773,1.07,895,1.05,NA,NA,992.5,0.9307
7953,0.5666,NA,NA,NA,NA,12680,0.8502,901,0.8771,NA,NA,774.5,1.154
6467,0.5377,NA,NA,NA,NA,7888,0.9859,1358,0.7824,NA,NA,723.4,0.9767
8876,0.5072,NA,NA,NA,NA,24690,0.5597,1274,0.9752,NA,NA,792.5,0.8307
9277,0.5044,NA,NA,NA,NA,17170,0.6296,1220,1.418,NA,NA,632.5,0.903
9330,0.6051,NA,NA,NA,NA,15690,0.577,810.9,0.7221,NA,NA,630.1,1.198
11130,0.5863,NA,NA,NA,NA,21180,0.5948,1331,0.8458,NA,NA,626.1,1.255
9029,0.5581,NA,NA,NA,NA,9969,0.9411,1335,0.9362,NA,NA,712.5,1.084
10930,0.5376,NA,NA,NA,NA,21530,0.6395,1850,1.025,NA,NA,755.5,1.448
7771,0.5778,NA,NA,NA,NA,22330,0.5655,1268,1.694,NA,NA,765.6,1.304
8132,0.5352,NA,NA,NA,NA,18880,0.6423,1049,0.707,NA,NA,757.1,1.323
7703,0.5941,NA,NA,NA,NA,18780,0.6267,919,0.7019,NA,NA,904.1,1.149
9604,0.6041,NA,NA,NA,NA,21460,0.5728,1816,0.7832,NA,NA,843.1,1.522
5239,0.6626,NA,NA,NA,NA,17420,0.6651,1272,1.015,NA,NA,904.9,1.502
7229,0.6446,NA,NA,NA,NA,27030,0.5585,735.8,0.5674,NA,NA,637.7,1.474
11380,0.5181,NA,NA,NA,NA,21260,0.6344,1198,0.9196,NA,NA,654.2,0.9555
8629,0.5136,NA,NA,NA,NA,7742,0.8894,1299,0.9394,NA,NA,685.6,0.8191
5854,0.6043,NA,NA,NA,NA,12910,0.8142,991.4,1.015,NA,NA,665.8,1.038
8045,0.5315,NA,NA,NA,NA,6731,1.168,1666,0.7225,NA,NA,702.8,1.084
8954,0.5038,NA,NA,NA,NA,8856,0.9738,1379,0.7817,NA,NA,737.9,1.304
7626,0.5102,NA,NA,NA,NA,15790,0.7096,1646,0.9736,NA,NA,725.3,1.107
6930,0.6183,NA,NA,NA,NA,16440,0.9685,916.8,0.9266,NA,NA,684.3,1.102
10020,0.5354,NA,NA,NA,NA,5325,1.422,794.8,0.8583,NA,NA,894.1,1.002
6328,0.5753,NA,NA,NA,NA,24940,0.5356,1029,0.9721,NA,NA,606.7,1.047
