ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
84.54,1.211,NA,NA,NA,NA,330200,0.7529,3205000,1.178,NA,NA,1556,0.5124
85.44,1.559,NA,NA,NA,NA,4880,1.294,405400000,0.7796,NA,NA,1242,0.5313
62.13,1.21,NA,NA,NA,NA,205300000,1.586,1.50E+09,0.9414,NA,NA,1180,0.5503
82.14,1.504,NA,NA,NA,NA,11840000,1.711,408800000,1.015,NA,NA,1308,0.5629
66.91,1.231,NA,NA,NA,NA,92970,1.015,9.30E+09,1.967,NA,NA,1143,0.5454
76.19,1.635,NA,NA,NA,NA,1.18E+09,1.583,7.34E+09,1.52,NA,NA,671.7,0.6594
116.6,1.285,NA,NA,NA,NA,514800,1.315,23500000,1.024,NA,NA,879,0.6062
90.94,1.254,NA,NA,NA,NA,6046,0.8549,1591,1.631,NA,NA,1041,0.5696
109.6,1.204,NA,NA,NA,NA,2.33E+08,1.114,14170,1.538,NA,NA,916.7,0.5937
149.3,0.7221,NA,NA,NA,NA,24020000,0.8943,38600,1.31,NA,NA,1033,0.5911
87.33,1.012,NA,NA,NA,NA,8322000,0.9957,12020,1.834,NA,NA,1091,0.575
97.9,1.042,NA,NA,NA,NA,56200,1.047,38660,1.904,NA,NA,906.3,0.6132
119.5,0.9062,NA,NA,NA,NA,97460,1.115,256700,1.571,NA,NA,685.8,0.7231
51.38,1.269,NA,NA,NA,NA,106600000,1.553,38610000,0.5688,NA,NA,1082,0.5888
49.5,1.089,NA,NA,NA,NA,7538000,0.7012,55210,0.8782,NA,NA,1010,0.6071
80.12,1.344,NA,NA,NA,NA,181700000,0.7737,12700000,0.6624,NA,NA,1546,0.518
85.6,1.415,NA,NA,NA,NA,100100000,1.719,650100,0.5745,NA,NA,589.8,0.6907
79.38,1.237,NA,NA,NA,NA,5.39E+09,1.666,493600,1.629,NA,NA,825.4,0.6452
89.83,0.7647,NA,NA,NA,NA,58120000,1.953,154300,1.1,NA,NA,956.7,0.5696
98.57,1.228,NA,NA,NA,NA,83180,1.423,5085000,1.39,NA,NA,755.2,0.6316
80.11,1.216,NA,NA,NA,NA,21210000,0.8508,16520000,0.709,NA,NA,1656,0.5236
76.29,1.382,NA,NA,NA,NA,121700,1.354,33310000,1.331,NA,NA,1202,0.5783
83.75,1.038,NA,NA,NA,NA,7569,1.737,509600,1.339,NA,NA,993.7,0.5744
83.49,1.237,NA,NA,NA,NA,75520000,1.168,289600,1.315,NA,NA,679.3,0.6708
116.3,1.267,NA,NA,NA,NA,3.39E+08,1.097,112800,0.7868,NA,NA,461,0.8141
80.47,1.256,NA,NA,NA,NA,1.75E+09,1.349,570100000,0.761,NA,NA,447,0.8047
65.13,1.896,NA,NA,NA,NA,85650000,1.049,389000,1.559,NA,NA,678.7,0.7367
73.17,1.809,NA,NA,NA,NA,1871000,0.7696,38360,1.937,NA,NA,565.6,0.7317
98.9,0.9669,NA,NA,NA,NA,3876,1.669,36120,1.293,NA,NA,1022,0.5963
96.13,1.083,NA,NA,NA,NA,12140000,1.6,27490000,1.279,NA,NA,628.3,0.6995
132.6,0.7062,NA,NA,NA,NA,8997,1.25,22810,0.5395,NA,NA,514.6,0.7311
96.81,1.121,NA,NA,NA,NA,54800000,1.575,1.52E+09,0.8405,NA,NA,1017,0.5524
91.76,1.17,NA,NA,NA,NA,732100000,0.8537,9161000,0.9001,NA,NA,855.6,0.6291
77.7,1.576,NA,NA,NA,NA,613700,0.9169,101500000,0.6825,NA,NA,550,0.7931
77.74,1.129,NA,NA,NA,NA,1152000,1.012,408900000,0.8191,NA,NA,473.5,0.7919
66.54,1.252,NA,NA,NA,NA,4090000,1.231,170100,1.077,NA,NA,632.4,0.6794
63.45,1.305,NA,NA,NA,NA,17990,1.248,44160,1.21,NA,NA,1017,0.5562
77.64,1.334,NA,NA,NA,NA,48110,1.137,232300,0.7049,NA,NA,1489,0.5136
81.32,1.082,NA,NA,NA,NA,23530000,1.804,1.60E+07,1.612,NA,NA,946.5,0.6247
84.33,0.8411,NA,NA,NA,NA,347700000,1.482,590500,1.372,NA,NA,1407,0.5176
121,1.152,NA,NA,NA,NA,15840,1.874,182600,1.505,NA,NA,1097,0.5665
79.9,1.374,NA,NA,NA,NA,459800,1.824,38380000,1.683,NA,NA,661,0.7164
45.27,1.498,NA,NA,NA,NA,11600,1.991,178900,1.159,NA,NA,831.6,0.6062
55.71,1.554,NA,NA,NA,NA,207200000,1.141,533500,0.6328,NA,NA,1394,0.5365
56.77,1.287,NA,NA,NA,NA,736000,0.7974,743000,1.024,NA,NA,1617,0.5256
